Name,Cleaned Domain,Phone Number,Address,Keywords
Queens Rug Cleaner,queensrugcleaner.com,7182747144,"2814 14th St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet & Rug Cleaners-Water Extraction']"
Spotless Carpet Care,erniescarpetcare.com,7182511881,"2814 14th St, Astoria, NY, 11102",['Carpet & Rug Cleaners']
Magic Touch Rug Restorers,magictouchrestoration.com,7187771620,"1440 Astoria Blvd, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Stanley Steemer,stanleysteemer.com,7183025154,"439 20th St, Brooklyn, NY, 11215","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Fire & Water Damage Restoration']"
Oriental Rug Care Ny,orientalrugcareny.com,2123822525,"4723 Vernon Blvd, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Rugs']"
Flat Rate House Cleaning,flat-rate-house-cleaning.com,7185761520,"287 Calyer St, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'House Cleaning', 'Building Cleaners-Interior']"
Lloyd's Floor Care,N/A,9733325057,"Wade St, Jersey City, NJ, 07305","['Carpet & Rug Cleaners', 'Flooring Contractors', 'Hardwood Floors']"
Giant Clean LLC,N/A,2014200939,"33-41 Newark St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'House Cleaning', 'Maid & Butler Services']"
Clean My Flood,cleanmyflood.com,3474559898,"207 N 6th St, Brooklyn, NY, 11211","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Water Damage Emergency Service']"
Mr Carpet Cleaner,N/A,7187753915,"914 Fulton St, Brooklyn, NY, 11238","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
Maid On Call-Brooklyn,maidoncall.com,3476258058,"49 Crown St, Brooklyn, NY, 11225","['Carpet & Rug Cleaners', 'Maid & Butler Services', 'Building Cleaners-Interior']"
Rafaels Cleaners and Tailoring,drycleanny.com,7188585833,"105 Court St, Brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Drapery & Curtain Cleaners']"
Apple Cleaners,applecleaners.com,2019630910,"1218 Washington St Ste A, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Same Day Carpet Cleaning,samedaycarpetcleaners.com,7182801044,"203 Woodpoint Rd, Brooklyn, NY, 11211","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Brooklyn Carpet Services,N/A,6465863197,"108 Seigel St Apt 15, Brooklyn, NY, 11206","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Carpet Cleaning in Astoria,N/A,3475279462,"2620 21st St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Automobile Upholstery Cleaning']"
Color Master Flooring,N/A,7189325400,"3080 Steinway St, Astoria, NY, 11103","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
Madame Paulette Dry Cleaners,madamepaulette.com,7184829210,"4220 12th St, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Janitorial Service']"
Kevin's Top Notch Emergency Cleaning,N/A,3473181072,"397 Flatbush Ave, Brooklyn, NY, 11238","['Carpet & Rug Cleaners', 'Disaster Recovery & Relief', 'Fire & Water Damage Restoration']"
Prospect Cleaning Company,prospectcleaningnyc.com,7182826348,"249 Empire Blvd, Brooklyn, NY, 11225","['Carpet & Rug Cleaners', 'Janitorial Service', 'Cleaning Contractors']"
William's Top Notch Sewage Damage Cleanup,N/A,3473180486,"1012 Nostrand Ave, Brooklyn, NY, 11225","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Water Damage Emergency Service']"
Donald's Total Emergency Cleaning,N/A,3473181791,"1079 Nostrand Ave, Brooklyn, NY, 11225","['Carpet & Rug Cleaners', 'Disaster Recovery & Relief', 'Industrial Cleaning']"
E&S Fire & Smoke Damage Restoration,N/A,3473181432,"188 Parkside Ave, Brooklyn, NY, 11226","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Disaster Recovery & Relief']"
Wilson's Professional Emergency Cleaning,N/A,3473180524,"787 Flatbush Ave, Brooklyn, NY, 11226","['Carpet & Rug Cleaners', 'Disaster Recovery & Relief', 'Industrial Cleaning']"
Total Mold Remediation,N/A,3473181605,"882 Utica Ave, Brooklyn, NY, 11203","['Carpet & Rug Cleaners', 'Inspection Service', 'Water Damage Restoration']"
ServiceMaster Commercial Cleaning by A Better Choice,servicemasterclean.com,3477672318,"300 Cadman Plz W, Brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'Industrial Cleaning', 'Janitorial Service']"
"SERVPRO of Jersey City North, The Heights",servpro.com,2012011123,"111 Town Square Pl Ste 1203, Jersey City, NJ, 07310","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Duct Cleaning']"
"Southeastern Solutions SES, Inc",N/A,5513283725,"111 Town Square Pl, Jersey City, NJ, 07310","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Fire & Water Damage Restoration']"
NY NJ Carpet Cleaning Inc,N/A,7183605044,"179 Clinton St, Brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'House Cleaning']"
sunflower fine rug care,N/A,7186336400,"121 smith st, brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Water Damage Restoration']"
Better Carpet Warehouse Inc,bettercarpetwarehouse.com,7188552794,"443 Atlantic Ave, Brooklyn, NY, 11217","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
Nany's Maids,N/A,2015036269,"50 Harrison St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'House Cleaning', 'Janitorial Service']"
Maid In Hoboken,maidinhoboken.com,2016599500,"50 Harrison St Suite 454, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Janitorial Service', 'House Cleaning']"
"New Jersey, NJ : Top-Carpet-Cleaners.Com",top-carpet-cleaners.com,2016043487,"502 Grand St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Water Damage Restoration']"
Empire Carpet,N/A,8884746678,"759 Hicks St, Brooklyn, NY, 11231","['Carpet & Rug Cleaners', 'Carpet Installation', 'Carpet & Rug Dealers']"
"SERVPRO of Williamsburg, Greenpoint",servpro.com,9178096562,"251 Huron St, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Air Duct Cleaning']"
SERVPRO of South Jersey City/Bayonne,servpro.com,2013333200,"Suite #1030 701 State Route 440 Suite 16, Jersey City, NJ, 07304","['Carpet & Rug Cleaners', 'House Cleaning', 'Air Duct Cleaning']"
Consumer Carpets & Flooring,consumercarpets.com,2017922712,"3408 John F Kennedy Blvd, Jersey City, NJ, 07307","['Carpet & Rug Cleaners', 'Floor Materials', 'Flooring Contractors']"
Brooklyn Empire Carpet,N/A,7183378264,"770 4th Ave, Brooklyn, NY, 11232","['Carpet & Rug Cleaners', 'Rugs', 'Carpet Installation']"
Big Guys Carpet Cleaning,bigguyscarpetcleaning.com,2014190888,"1209 14th St, North Bergen, NJ, 07047","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Carpet & Rug Cleaners-Water Extraction']"
"Costikyan, Inc.",costikyan.com,8002477847,"3711 48th Ave, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Carpet & Rug Repair']"
"American Maintenance & Supplies, Inc.",ammaint.com,8778600004,"120 43rd St, Union City, NJ, 07087","['Carpet & Rug Cleaners', 'Janitorial Service', 'Building Cleaning-Exterior']"
SERVPRO of Steinway,servpro.com,9173414702,"3121 31st St Ste 3RD, Astoria, NY, 11106","['Carpet & Rug Cleaners', 'House Cleaning', 'Air Duct Cleaning']"
Elite Carpet &Window Cleaning,eliterugcleaners.com,7182049082,"2814 14th St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment & Supplies', 'Floor Materials']"
MR. SHAMPOO CARPET AND UPHOLSTERY CLEANING SERVICE,N/A,6463342283,"PO Box 1555, Brooklyn, NY, 11202","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'House Cleaning']"
Breuckelen Cleaning Solutions,bkcleaning.com,7183331181,"147 Prince St # HD02, Brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'House Cleaning', 'Building Cleaners-Interior']"
Brooklyn Carpet cleaning,brooklyn-carpet-cleaning.com,7185690830,"270 Atlantic Ave, Brooklyn, NY, 11201","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Mint Green Cleaning,abcgreencleaning.com,6465722499,"34 N 7th St, Brooklyn, NY, 11249","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Carpets Today,carpetstoday.com,8008814385,"423 Atlantic Ave Ste 1, Brooklyn, NY, 11217","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Best Dry Cleaners,bestcleaning4u.com,2014207868,"167 4th St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Cleaning Contractors']"
J L Carpet & Upholstery,jlcarpetandupholstery.com,7188337847,"20 Grand Ave, Brooklyn, NY, 11205","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Starz Maid Service,avappraisalmgmt.com,2018501440,"38 Jackson St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'House Cleaning', 'Janitorial Service']"
First Class Cleaners,firstclasscleaners.com,2012226000,"801 Bloomfield St, Hoboken, NJ, 07030","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Janitorial Service']"
New Yorkers Carpet Cleaners,newyorkerscarpetcleaners.com,7183609612,"590 Clinton St, Brooklyn, NY, 11231","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'House Cleaning']"
SERVPRO of Lower Manhattan,servprolowermanhattan.com,2125646365,"51 Fairmount Ave, Jersey City, NJ, 07304","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Mold Remediation']"
brooklyn carpet cleaner,brooklyncarpetcleaner.com,7185692529,"616 Court St, Brooklyn, NY, 11231","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
Regina's Maids,N/A,2014201111,"88 State Hwy, Jersey City, NJ, 07306","['Carpet & Rug Cleaners', 'House Cleaning', 'Maid & Butler Services']"
Your Local Carpet Cleaning,N/A,2012687598,"681 Montgomery St, Jersey City, NJ, 07306","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Sparkle Cleaners,sparklecleaners.com,2016562332,"304 Central Ave Apt 304, Jersey City, NJ, 07307","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Mr T Carpet And Duct Cleaners,mrtflooring.com,2016202121,"150 Pacific Ave, jersey City, NJ, 07304","['Carpet & Rug Cleaners', 'Duct Cleaning', 'Water Damage Restoration']"
Rapid Restoration Pros,rapidwaterdamagerepair.com,5518883389,"72 Van Reipen Ave, Jersey City, NJ, 07306","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Mold Remediation']"
City Carpet & Upholstery,jlcarpetandupholstery.com,2129833785,"389 Central Ave, Jersey City, NJ, 07307","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
Sunbird Carpet Cleaning Brooklyn,brooklyncarpetcleaning.com,7187707341,"209 Lincoln Pl, Brooklyn, NY, 11217","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Orlan Allen Cleaning Service Inc,N/A,7184868110,"199 Ellery St, Brooklyn, NY, 11206","['Carpet & Rug Cleaners', 'Janitorial Service', 'Cleaning Contractors']"
Carpet Care,erniescarpetcare.com,7184990651,"163 13th St, Brooklyn, NY, 11215","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Green Choice Carpet of  Brooklyn,greenchoicecarpet-brooklyn-local.com,7184751096,"300 Richardson St, Brooklyn, NY, 11222","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Upholstery Cleaners']"
Brooklyn Carpet Services,brooklyncarpetcleaning.co,7189061172,"201 7th Ave, Brooklyn, NY, 11215","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
Consumer Carpets and Tile,N/A,2017922712,"208 Sip Ave, Jersey City, NJ, 07306","['Carpet & Rug Cleaners', 'Linoleum', 'Floor Materials']"
Brooklyn Tile and Grout Cleaners,N/A,3153094423,"294 12th St, Brooklyn, NY, 11215","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
TradeWinds Contracting Services,N/A,7187681000,"159 20th St Ste 1C, Brooklyn, NY, 11232","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Garbage Collection']"
ServiceMaster,N/A,3473841484,"790 Washington Ave Suite 171, Brooklyn, NY, 11238","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Water Damage Restoration']"
Jenny's House & Office Cleaning Services,N/A,2017989602,"16 Reserve Ave, Jersey City, NJ, 07307","['Carpet & Rug Cleaners', 'House Cleaning', 'Janitorial Service']"
Caesar's Carpet Center,caesarscarpet.com,7187686477,"587 5th Ave, Brooklyn, NY, 11215","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet Installation']"
New York Carpet Cleaning Inc,yorkcarpetcleaning.com,2123005744,"1614 New York Ave, Union City, NJ, 07087","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Jersey City  Carpet Cleaning,jerseycitycarpetcleaningexpress.com,2012152171,"28 Gautier Ave, Jersey City, NJ, 07306","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment & Supplies', 'Carpet & Rug Cleaning Equipment Rental']"
Regina's Maids,reginasmaids.com,2014201111,"1312 5th St, North Bergen, NJ, 07047","['Carpet & Rug Cleaners', 'House Cleaning', 'Janitorial Service']"
Premier Decorators,premierdecoratorsny.com,7184566600,"109 Ingraham St, Brooklyn, NY, 11237","['Carpet & Rug Cleaners', 'Upholsterers']"
A-S Window Cleaning Service,N/A,2014342907,"210 Claremont Ave, Jersey City, NJ, 07305","['Carpet & Rug Cleaners', 'Window Cleaning', 'Janitorial Service']"
usa-carpets,usa-carpets.com,8008725582,"332 19th st, brooklyn, NY, 11215","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Wood Finishing']"
All Green Carpet Cleaning,N/A,3153094138,"538 16th St, Brooklyn, NY, 11215","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Carpet & Rug Cleaners-Water Extraction']"
ABC Carpet,abchome.com,7188324726,"147 41st St, Brooklyn, NY, 11232","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
Durotone Co Inc,durotone.com,2127544263,"3711 48th Ave, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Janitorial Service']"
J & P Decorators,jpcu.co,7184828500,"2511 40th Ave, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Upholsterers', 'Interior Designers & Decorators']"
White Glove Rug Care,whitegloverugcare.com,7182574325,"502 39th St Apt 2f, Brooklyn, NY, 11232","['Carpet & Rug Cleaners', 'Rugs', 'Upholstery Cleaners']"
5 Star Floor & Cleaning,N/A,8004774307,"2618 Paterson Plank Rd, North Bergen, NJ, 07047","['Carpet & Rug Cleaners', 'Janitorial Service', 'Upholstery Cleaners']"
Royal Cleaning Service,N/A,2122421774,"292 Midwood St, Brooklyn, NY, 11225","['Carpet & Rug Cleaners', 'Janitorial Service', 'Maid & Butler Services']"
Bichoupan Rug Corp,bichoupanrugs.com,2012719393,"3901 Liberty Ave, North Bergen, NJ, 07047","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Ecosysm,newyorkbusinessconnects.com,6463713087,"601 Albany Ave, Brooklyn, NY, 11203","['Carpet & Rug Cleaners', 'Floor Waxing, Polishing & Cleaning', 'Janitorial Service']"
First Class Carpet & Upholstery Cleaning Inc,bpcarpetcleaning.com,9146862229,"2814 14th St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Upholsterers']"
Westchester Rug Cleaner,westchestercarpetny.com,9145913393,"2814 14th St, Astoria, NY, 11102","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment & Supplies', 'Floor Materials']"
Healthy Home Cleaning Service,N/A,2017063392,"165 Christopher Columbus Dr, Jersey City, NJ, 07302","['Carpet & Rug Cleaners', 'Janitorial Service', 'Maid & Butler Services']"
Oriental Rug Expert,orientalrugcareny.com,7188755400,"275 Park Ave, Brooklyn, NY, 11205","['Carpet & Rug Cleaners', 'Rugs', 'Carpet & Rug Repair']"
1800 Ny Carpet,1800nycarpet.com,7183309490,"759 Hicks St, Brooklyn, NY, 11231","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Water Damage Restoration']"
Manhattan Carpet Cleaners,N/A,2127550055,"3601 37th Ave, Long Island City, NY, 11101","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Cleaning Contractors']"
